Name,City,Cuisine Style,Ranking,Restaurants Count,Ranking Normalized,Rating,Price Range,Number of Reviews
Sapori d'Italia,Vienna,"Italian, Pizza, Mediterranean, European",728,3953,0.1841639261320516,4.5,$$ - $$$,81
Cafe A,Copenhagen,Cafe,1677,2333,0.7188169738534076,3.5,$$ - $$$,10
Khun Akorn International,Paris,"Asian, Thai",2729,16668,0.16372690184785219,4.0,$$ - $$$,327
Thali Digital park,Bratislava,Meals,455,1199,0.3794829024186822,4.5,$$ - $$$,7
La Vie En Fruits,Paris,Special Diets,7558,16668,0.45344372450203985,4.5,$,24
Le Piano Perche,Paris,"French, European",1787,16668,0.10721142308615311,4.5,$$ - $$$,90
Feedel Urban Gastronomy,Athens,"Mediterranean, Greek, European",265,2438,0.10869565217391304,4.0,$$ - $$$,559
Lord Wargrave,London,"Local cuisine, Bar, Barbecue, British, Pub, Vegetarian Friendly",397,19359,0.020507257606281318,4.5,$$ - $$$,470
Antica Trattoria Pizzeria Due Colonne,Rome,"Italian, Pizza",3338,10586,0.3153221235594181,3.5,$$ - $$$,413
Mia Italian Kitchen Morningside,Edinburgh,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options",368,1856,0.19827586206896552,4.5,$$ - $$$,224
Green & Fortune Cafe,London,"Cafe, British",1340,1819,0.736668499175371,3.5,$$ - $$$,40
Pointer Pub & Restaurant - Kecskemeti u.,Budapest,"Local cuisine, Bar, European, Pub, Hungarian",432,2933,0.14728946471189908,4.0,$$ - $$$,411
Papa Zoo,Lisbon,Meals,4252,4685,0.9075773745997866,2.5,$,7
M,Copenhagen,"European, Scandinavian",1370,2333,0.5872267466780968,4.0,$,11
10 to 10 in Delhi,Edinburgh,"Indian, Asian",290,1856,0.15625,4.5,$,418
Froth & Rind,London,"Wine Bar, Cafe",6735,19359,0.3479002014566868,4.5,$,24
United Bakeries,Oslo,"Cafe, European, Scandinavian",7,74,0.0945945945945946,4.0,$$ - $$$,217
Curry Barcelona,Barcelona,Indian,6437,9312,0.6912585910652921,3.0,$$ - $$$,50
Comiston Cino's,Edinburgh,Pizza,199,262,0.7595419847328244,3.5,$,30
I Panini Della Befi,Milan,"Italian, Bar, Cafe, European",1421,7025,0.20227758007117438,4.0,$,225
TopWok,Geneva,"Vietnamese, Chinese",853,1674,0.5095579450418161,4.5,$,8
Au Dixieme,Paris,French,13604,16668,0.8161747060235182,3.0,$$ - $$$,27
Nicole's Bar Pizza Grill,Paris,"Italian, French, Bar, European, Pizza",3832,16668,0.2299016078713703,4.0,$$ - $$$,143
La Kaz,Paris,"Caribbean, Fast Food",8329,16668,0.49970002399808017,3.5,$,69
Giansanti,Rome,"Italian, Wine Bar",2729,10586,0.25779331192140564,4.0,$$ - $$$,105
Burrito Maker,Amsterdam,"Mexican, Fast Food, Fusion",1178,3854,0.30565646081992737,4.5,$,67
Pina Restaurant Cafe,Milan,European,6615,7025,0.9416370106761566,1.5,$$ - $$$,153
Pompei,Stockholm,"Italian, Pizza, Mediterranean, European",1761,2880,0.6114583333333333,3.0,$$ - $$$,82
La Serena,Lyon,French,2082,2705,0.7696857670979668,4.0,$,3
Osteria Romana,Rome,"Italian, Seafood, Romana, Lazio, Central-Italian, Mediterranean",2157,10586,0.20375968259965993,4.0,$$ - $$$,338
Mcdonald's Restaurants,Edinburgh,Fast Food,243,262,0.9274809160305344,2.5,$,19
Vila Verd,Barcelona,"Asian, Korean",6999,9312,0.751610824742268,3.5,$,4
Nueva Galicia,Madrid,"Spanish, Mediterranean",4069,10890,0.3736455463728191,3.5,$,74
Pizza Club,Rome,"Italian, Pizza",4816,10586,0.45494048743623655,4.5,$$ - $$$,59
Il Caffe della Terra,Milan,Cafe,6616,7025,0.941779359430605,1.5,$,101
El Horno,Madrid,"Cafe, Fast Food",5802,10890,0.5327823691460055,3.5,$,15
Aapka,Berlin,"Indian, Asian",574,7127,0.08053879612740283,4.0,$$ - $$$,139
Shakespeares Head,London,"Bar, British, Pub",214,1819,0.11764705882352941,4.0,$,687
Chi Sing,Berlin,"Vietnamese, Asian, Thai",3456,7127,0.48491651466255087,4.0,$$ - $$$,53
Restaurcja Samoobstugowa Polakowski,Krakow,"Polish, European, Soups, Eastern European, Central European",383,1589,0.24103209565764633,4.0,$,155
Gabriella - Le Clan des Mamma,Lyon,"Italian, Pizza",536,2705,0.19815157116451015,4.0,$$ - $$$,200
La Dentelliere,Barcelona,"Local cuisine, Diner, Spanish, Catalan, Healthy, Vegetarian Friendly",214,9312,0.02298109965635739,4.5,$$ - $$$,854
Cicala Trattoria,Prague,Italian,158,5235,0.030181470869149952,4.5,$$ - $$$,963
Cinska restauracia Panda - Vysoka,Bratislava,"Chinese, Asian",351,1199,0.292743953294412,4.0,$$ - $$$,13
Lo Scorfano Allegro Roma,Rome,"Seafood, Italian, Mediterranean, Sardinian, Southern-Italian",1847,10586,0.17447572265255998,4.0,$$ - $$$,172
2 a Esquina,Lisbon,"Portuguese, European",2595,4685,0.5538954108858057,4.0,$$ - $$$,20
Le Diskret,Lyon,French,1455,2705,0.5378927911275416,3.5,$$ - $$$,46
Trattoria Pizzeria Mira,Berlin,"Italian, Pizza",5268,7127,0.7391609372807633,5.0,$$ - $$$,2
InVito Pizza & Pasta,Krakow,"Italian, Pizza, European",295,1589,0.1856513530522341,4.0,$$ - $$$,238
Seafood Bar - Ponte Milvio,Rome,"Italian, Seafood, Mediterranean",5309,10586,0.501511430190818,4.0,$$ - $$$,54
Le Repere,Versoix,"Pizza, European",17,23,0.7391304347826086,3.5,$$ - $$$,53
BAR Bygdoy Alle,Oslo,"International, European, Contemporary",639,1306,0.4892802450229709,4.0,$$ - $$$,26
Ristorante Pizzeria Garden,Milan,"Italian, Pizza, Seafood, Mediterranean",750,7025,0.10676156583629894,4.0,$,314
Restaurant Asahi,Munich,"Sushi, Asian, Japanese",2710,3020,0.8973509933774835,3.0,$$ - $$$,80
Cafe Au Moka,Paris,"French, Bar, Cafe",3272,16668,0.1963042956563475,4.5,$$ - $$$,66
Zilli Bar,London,Italian,13846,19359,0.7152228937445116,4.0,$,5
Baixas,Barcelona,"Cafe, Mediterranean",5732,9312,0.6155498281786942,4.0,$$ - $$$,8
La Casona de Clariana,Barcelona,Spanish,8294,9312,0.8906786941580757,2.5,$,17
Les Petits Siamois,Lyon,"Thai, Asian",402,2705,0.14861367837338263,4.0,$$ - $$$,205
O Pretinho do Japao,Porto,"Cafe, Fast Food, European",644,1900,0.3389473684210526,5.0,$$ - $$$,24
Puerta Bisagra,Madrid,"Spanish, Mediterranean, Grill, Wine Bar",5060,10890,0.46464646464646464,3.5,$$ - $$$,74
Psytopoleio,Athens,Greek,2041,2438,0.8371616078753076,4.0,$,1
Bayon,Berlin,"Chinese, Asian, Cambodian",3403,7127,0.4774800056124597,4.5,$$ - $$$,12
Le Parvis,Paris,"Bar, Cafe, French, European, Pub",15126,16668,0.9074874010079194,2.0,$$ - $$$,104
Windsor Castle,London,British,8482,19359,0.43814246603646884,4.5,$,15
Las Tinajas,Madrid,Spanish,9528,10890,0.874931129476584,2.5,$$ - $$$,11
Zum Sollner Hirschen,Munich,"Central European, German, European",2724,3020,0.9019867549668874,4.0,$$ - $$$,106
Cafe Taberna Alabanda,Madrid,"Mediterranean, Spanish, Healthy",3338,10890,0.30651974288337924,4.0,$$ - $$$,41
Brasserie La Fac,Paris,French,10264,16668,0.6157907367410607,3.5,$,15
Moon Chinese Restaurant,Prague,"Chinese, Asian",1077,5235,0.20573065902578797,4.0,$,155
Restaurant Furusato,Madrid,"Japanese, Asian, Vietnamese, Chinese, Sushi",1683,10890,0.15454545454545454,4.0,$$ - $$$,189
Restaurant im Hamburger Bahnhof,Berlin,"German, Cafe",2160,7127,0.30307282166409427,3.5,$$ - $$$,273
Ramen ya Ajisen,Barcelona,"Japanese, Asian",1026,9312,0.11018041237113402,4.5,$$ - $$$,98
Cast Iron Grill,Hamburg,"American, International, Barbecue, Grill",903,3157,0.2860310421286031,4.0,$$ - $$$,65
Manuel Cacador,Lisbon,Seafood,3666,4685,0.7824973319103522,3.5,$,6
Vapiano Hamburg Rothenbaumchaussee,Hamburg,"Italian, Pizza, European",2349,3157,0.7440608172315489,3.0,$$ - $$$,91
Sala Vivaldi,Barcelona,Mediterranean,7250,9312,0.7785652920962199,3.5,$$ - $$$,48
Restauracja Ratuszowa,Krakow,"Italian, International",502,1589,0.315921963499056,3.5,$$ - $$$,277
Centre Stage atre,London,British,12716,19359,0.6568521101296555,4.0,$,3
Jo,Paris,French,2309,16668,0.13852891768658507,4.5,$$ - $$$,111
Chez Leon,Paris,"Moroccan, Mediterranean, Middle Eastern, Diner",12000,16668,0.7199424046076314,3.0,$$ - $$$,155
Natural Break,Milan,"Italian, Healthy",2683,7025,0.3819217081850534,4.0,$,39
Il Priscio,Milan,"Italian, Pizza, Southern-Italian",2710,7025,0.38576512455516015,4.0,$,56
Les Halles,Zurich,"French, Mediterranean, European",1,33,0.030303030303030304,4.0,$$ - $$$,296
Cafe Leopard,Paris,"French, Bar, Brew Pub, Diner",2201,16668,0.1320494360451164,4.5,$$ - $$$,95
Casa Caribena,Vienna,"Caribbean, Latin, Spanish, Cuban",1028,3953,0.2600556539337212,4.5,$$ - $$$,49
Drop Dead Twice,Dublin,"Bar, Pizza, Contemporary",1314,2313,0.5680933852140078,3.5,$$ - $$$,56
Greenz Biobar,Uccle,"Healthy, Fast Food, Soups",22,113,0.19469026548672566,4.5,$$ - $$$,48
T pour 2 Cafe,Paris,French,12817,16668,0.7689584833213343,4.0,$,4
Queen Elizabeth,London,"Bar, British, Pub",10606,19359,0.5478588770081099,3.5,$$ - $$$,204
Casa di Stefano,London,"Italian, Mediterranean, European",3012,19359,0.15558654889198822,4.5,$$ - $$$,140
Troy Cafe,London,Cafe,9936,19359,0.5132496513249651,4.5,$,8
Restaurante Los Arrieros,Madrid,"Mediterranean, Spanish",2792,10890,0.2563820018365473,4.0,$$ - $$$,102
CRP Le Rond Point,Paris,French,7375,16668,0.44246460283177347,4.0,$$ - $$$,37
The Tea Rooms at Edinburgh Castle,Edinburgh,"Cafe, British, Scottish",412,1856,0.22198275862068967,4.0,$$ - $$$,254
Kleinhuis Hotel Mellingburger Schleuse,Hamburg,"German, European",1648,3157,0.5220145707950586,3.5,$$ - $$$,51
Grand Italia,Paris,Italian,14610,16668,0.8765298776097912,2.0,$,4
Yun Pana,Paris,Meals,14783,16668,0.8869090472762179,3.0,$$ - $$$,5
Pedra Alta,Paris,"European, Portuguese, Seafood, Mediterranean",3038,16668,0.18226541876649868,4.0,$$ - $$$,520
Baras Backe,Stockholm,"Bar, Pub, European, Swedish",2016,2880,0.7,3.0,$$ - $$$,39
Bar Mylka,Barcelona,Spanish,7255,9312,0.779102233676976,3.0,$$ - $$$,66
Bacino,Paris,"Italian, Pizza, European",2475,16668,0.148488120950324,4.0,$$ - $$$,171
Flavors Milano,Milan,"Italian, Mediterranean, Cafe",453,7025,0.06448398576512455,4.5,$,82
The Moon Under Water,London,"Bar, British, Pub",15438,19359,0.7974585464125213,3.0,$$ - $$$,40
Agave,Madrid,Mexican,8005,10890,0.7350780532598714,4.0,$,1
Polish White Eagle Club,London,"Polish, European",15545,19359,0.8029856914096802,3.0,$$ - $$$,12
Betelu,Madrid,"Spanish, Mediterranean",365,10890,0.03351698806244261,4.5,$$ - $$$,165
Flunch,Limonest,French,15,19,0.7894736842105263,3.0,$,66
Tutxi,Barcelona,"Spanish, Mediterranean",4177,9312,0.4485609965635739,4.0,$,20
Spice Trader,London,"Indian, Asian",6042,19359,0.31210289787695644,4.0,$$ - $$$,46
Tiyoweh la Quietud,Madrid,"European, Healthy",1005,10890,0.09228650137741047,4.0,$$ - $$$,224
Green House Restaurant,London,European,3349,19359,0.17299447285500283,5.0,$$$$,47
Pappa Ciccia Putney,London,"Italian, Pizza",9301,19359,0.4804483702670592,4.0,$$ - $$$,26
Zzumo Mas Barcelona,Barcelona,"Healthy, Cafe, Fast Food",3007,9312,0.3229166666666667,4.5,$$ - $$$,29
Sadaharu Aoki,Paris,Cafe,7854,16668,0.4712023038156947,4.0,$,20
Tjing Tjing,Amsterdam,African,1175,3854,0.3048780487804878,4.5,$$ - $$$,66
The Duke Wanstead,London,"Bar, British, Pub, Gastropub",4333,19359,0.22382354460457668,4.0,$$ - $$$,206
Holy Pitta Yeeros House,London,"Fast Food, Mediterranean, Greek",6679,19359,0.34500749005630454,4.0,$,124
Scandale Royal Resto & Vodka House,Krakow,"Local cuisine, Polish, Bar, European, Eastern European, Central European",229,1589,0.14411579609817496,4.5,$$ - $$$,140
Blue Taco,Copenhagen,"Mexican, Latin, Fast Food",125,156,0.8012820512820513,3.5,$,72
Vivaio Paris,Paris,"Pizza, Italian",9643,16668,0.5785337173026158,4.5,$,6
The Place,London,"Spanish, European, Vegetarian Friendly, Gluten Free Options",2865,19359,0.1479931814659848,4.0,$$ - $$$,154
El Sainete,Madrid,"Brew Pub, Mediterranean, European, Spanish, Vegetarian Friendly",262,10890,0.024058769513314968,4.5,$$ - $$$,323
Deja bu?,Munich,"French, European, Wine Bar",585,3020,0.19370860927152317,4.5,$$ - $$$,66
La Collina,London,"Italian, Mediterranean, European",3216,19359,0.16612428327909498,4.5,$$ - $$$,162
Kappari Thiseio,Athens,"Mediterranean, Greek, Seafood, European, Vegetarian Friendly",490,2438,0.20098441345365053,4.0,$$ - $$$,123
Bodega E. Marin,Barcelona,"Wine Bar, Spanish",3289,9312,0.35320017182130586,4.0,$,28
Churrasqueira o cofre,Lisbon,"Seafood, Mediterranean, Barbecue, European, Portuguese",1229,4685,0.26232657417289224,3.5,$$ - $$$,236
Donzoko,Madrid,"Japanese, Sushi, Asian",898,10890,0.08246097337006428,4.0,$$ - $$$,317
L'Atelier 102,Paris,French,8111,16668,0.48662107031437485,3.5,$$ - $$$,52
Su Korean BBQ,Berlin,"Asian, Korean, Barbecue",4440,7127,0.6229830223095272,3.5,$$ - $$$,18
Chana,Brussels,"Middle Eastern, Israeli",1481,3526,0.420022688598979,4.0,$,51
Casa Pepe,Barcelona,"Spanish, European",2830,9312,0.30390893470790376,4.0,$$ - $$$,79
Osteria Delle Coppelle,Rome,"Local cuisine, Italian, Mediterranean, Romana, Lazio, Central-Italian",3779,10586,0.3569809181938409,3.5,$$ - $$$,866
Duk - Pizzeria & Steakhouse,Lisbon,"Italian, International, European",1727,4685,0.36862326574172893,3.5,$$ - $$$,155
Au Petit Bar,Paris,"French, European",2306,16668,0.13834893208543317,4.5,$$ - $$$,77
Inside Pub,Rome,"Pub, Italian, Bar",4610,10586,0.435480823729454,4.0,$$ - $$$,38
Ouzaki,Vienna,"Mediterranean, European, Greek, Central European, Turkish",1781,3953,0.45054389071591194,5.0,$$ - $$$,10
Nordsee,Vienna,"Seafood, Fast Food, European",1006,3953,0.2544902605615988,4.0,$,134
Sr.Ito,Madrid,"Japanese, Sushi, Asian",157,10890,0.014416896235078053,4.5,$$ - $$$,763
Le Sancerre,Paris,French,14643,16668,0.8785097192224622,3.0,$$ - $$$,38
Pizzeria San Giorgio,Milan,"Pizza, Italian",6347,7025,0.9034875444839857,2.5,$,13
Zu Ebener Erde Und Erster Stock,Vienna,"Local cuisine, Austrian, European, Central European, Vegetarian Friendly",82,3953,0.020743738932456363,4.5,$$ - $$$,562
Edlmoser,Vienna,"Austrian, Wine Bar",772,3953,0.1952947128762965,4.5,$$ - $$$,38
Le Jardin Gourmand,Lyon,"French, European",842,2705,0.311275415896488,4.0,$$ - $$$,35
El Gran Barril,Madrid,"Seafood, Mediterranean, European, Spanish",1745,10890,0.16023875114784206,3.5,$$$$,400
Restaurant Rigiblick by Vreni Giger,Zurich,Special Diets,414,1795,0.23064066852367687,4.5,$$$$,56
Le Grill du Chateau de Sans Souci,Limonest,"Steakhouse, French",6,19,0.3157894736842105,4.5,$$ - $$$,127
Albert's Restaurant,Berlin,"Bar, European, Pub",1780,7127,0.24975445488985548,4.0,$$ - $$$,62
Restaurang Polhem,Stockholm,"European, Swedish",1062,2880,0.36875,4.5,$$ - $$$,11
Monsoon Indian Restaurant,Dublin,Indian,1170,2313,0.5058365758754864,4.0,$$ - $$$,26
Waterloo bar Edinburgh,Edinburgh,"Bar, Pub",1132,1856,0.6099137931034483,3.5,$,65
Ribling,Hamburg,"European, German",974,3157,0.3085207475451378,4.0,$$ - $$$,41
Llaollao,Madrid,,7309,10890,0.6711662075298439,4.0,$,2
Block by Dylan,Helsinki,"Fusion, European, Scandinavian, Vegetarian Friendly, Vegan Options",170,1474,0.11533242876526459,4.0,$$ - $$$,103
Taco Bar,Stockholm,"Mexican, Fast Food",111,121,0.9173553719008265,3.0,$,150
The Gate Marylebone,London,"European, International",3487,19359,0.18012294023451625,3.5,$$ - $$$,389
La Gilda,Barcelona,"Local cuisine, European, Spanish, Mediterranean, Vegetarian Friendly",1085,9312,0.11651632302405499,4.5,$$ - $$$,132
Mustafa Demir's Gemuse Kebap,Berlin,"Fast Food, Turkish, Middle Eastern",1020,7127,0.14311772134137785,4.5,$,122
El Puertito de Felipe V,Madrid,Spanish,7305,10890,0.6707988980716253,4.0,$,4
Modjo,Lisbon,"European, Portuguese",2554,4685,0.5451440768409819,4.0,$,14
Wine Bar,Paris,"Brew Pub, Deli, Wine Bar",11264,16668,0.67578593712503,4.0,$,5
Tanya Fish Bar,London,"Fast Food, British, Seafood",458,1819,0.2517866959868059,4.5,$,38
La Taberna Griega,Barcelona,"Mediterranean, Greek",2170,9312,0.23303264604810997,3.5,$$ - $$$,225
Restaurace Klementinum,Prague,"Czech, European",3958,5235,0.7560649474689589,3.0,$$ - $$$,85
BurBaCa,Rome,"American, Contemporary, Southwestern",6305,10586,0.5955979595692424,3.5,$$ - $$$,34
Dok 19,Ljubljana,"Italian, Mexican",367,581,0.6316695352839932,3.5,$,14
Cafe Komplet,Copenhagen,"Danish, International",15,2333,0.006429489927132447,4.5,$$ - $$$,435
1780,Edinburgh,"Bar, European, British, Pub, Scottish",325,1856,0.17510775862068967,4.5,$$ - $$$,290
Restaurante Merendero Can Pichurri,Barcelona,"Spanish, Steakhouse",5925,9312,0.6362757731958762,3.5,$$ - $$$,51
Excalibur,Prague,"European, Czech",3576,5235,0.6830945558739255,5.0,$,1
Funky Monkey,Brussels,"Bar, Pub",1065,3526,0.30204197390811116,4.0,$$ - $$$,67
Tarshish,London,"Local cuisine, Turkish, Vegetarian Friendly, Vegan Options, Halal",611,19359,0.031561547600599205,4.5,$$ - $$$,685
Fuori Piazza,Milan,Italian,5739,7025,0.8169395017793595,4.0,$,2
Air Club,Prague,Fast Food,2724,5235,0.5203438395415473,4.0,$,5
China Express Restaurant,Munich,"Chinese, Asian",2226,3020,0.7370860927152317,3.0,$,74
Bar Tender,Milan,Italian,3110,7025,0.44270462633451957,3.5,$,118
Cafe do Brasil,Berlin,"Brazilian, Latin, South American",1463,7127,0.2052757120808194,4.0,$$ - $$$,60
Restaurant de Transports,Geneva,"Swiss, European",1282,1674,0.7658303464755077,5.0,$,1
Pulcino Pio,Rome,"Italian, Pizza, Seafood, Mediterranean",3860,10586,0.36463253353485736,4.0,$$ - $$$,134
Le Vieux Comptoir,London,"French, European, Wine Bar, Vegetarian Friendly",3660,19359,0.18905935223926856,4.0,$$ - $$$,180
Alt Hamburg Steakhaus,Hamburg,"Steakhouse, Barbecue",2191,3157,0.6940133037694013,3.5,$,17
Cote Sushi Alesia,Paris,"Japanese, Peruvian",11992,16668,0.7194624430045596,3.5,$$ - $$$,17
Bio Zahrada,Prague,"Cafe, European, Czech, Central European",1219,5235,0.23285577841451766,4.5,$$ - $$$,38
Le Florentin,Lyon,French,952,2705,0.35194085027726435,4.5,$$ - $$$,35
Mad28224,Madrid,"Mediterranean, Spanish",8527,10890,0.7830119375573921,3.0,$$ - $$$,50
Luppolo12,Rome,"Pub, Italian, Brew Pub, Bar, Contemporary",1273,10586,0.12025316455696203,4.5,$,193
L' Enoteca dei desideri,Rome,"Wine Bar, Italian, Deli",2098,10586,0.19818628377101832,4.5,$$ - $$$,53
L'Atelier Charonne,Paris,French,14230,16668,0.8537317014638829,3.0,$$ - $$$,234
Banyan on the Thames,London,"British, International, Grill, Vegetarian Friendly, Gluten Free Options",3698,19359,0.1910222635466708,4.0,$$ - $$$,474
La Malquerida,Madrid,Mexican,3211,10890,0.2948576675849403,4.0,$$ - $$$,53
Restaurant La Perla,Luxembourg City,"Italian, Mediterranean",491,715,0.6867132867132867,3.5,$$ - $$$,11
Trattoria Ossena,Berlin,"Italian, Pizza, Mediterranean, European",1487,7127,0.20864318787708713,3.5,$$ - $$$,276
Les Rotisseries du Roy,Paris,Deli,8267,16668,0.4959803215742741,4.0,$,21
Bistrot Buci Mazarine,Paris,"French, European",4636,16668,0.2781377489800816,4.0,$$ - $$$,68
Cafe Jacques,Berlin,"French, Mediterranean, European, Vegetarian Friendly, Gluten Free Options",866,7127,0.12150975164866003,4.0,$$ - $$$,175
Petiscaria Do Elevador,Lisbon,"Fast Food, Brazilian, European, Portuguese, South American",1465,4685,0.3127001067235859,5.0,$,20
U Marysi,Krakow,,1011,1589,0.6362492133417244,4.0,$,11
Au Troquet de la Place,Paris,"French, European",6959,16668,0.4175065994720422,4.0,$$ - $$$,41
Quatre amis,Paris,"Chinese, Asian",3468,16668,0.20806335493160547,4.0,$,106
Fanny Thai,Brussels,"Asian, Thai",172,3526,0.04878048780487805,4.0,$$ - $$$,985
Highams Kebab House,London,Turkish,10481,19359,0.5414019319179709,4.5,$,8
Porto Bello,Barcelona,"Italian, Pub",5862,9312,0.6295103092783505,4.0,$,8
Pizza Luna,Rome,Pizza,6937,10586,0.6552994521065558,5.0,$,5
La Tentation des Gourmets,Paris,"French, European",9441,16668,0.566414686825054,3.5,$$ - $$$,67
Medelhavsparlan,Stockholm,"Mediterranean, European, Turkish, Middle Eastern",789,2880,0.27395833333333336,4.0,$$ - $$$,44
Le Sanseveria,Paris,"Bar, Cafe, European, French, International",6776,16668,0.40652747780177584,3.5,$$ - $$$,108
Pho84,Vienna,"Asian, Vietnamese",1185,3953,0.299772324816595,4.0,$$ - $$$,61
Les Majungais l'annexe,Paris,Indian,14156,16668,0.8492920566354691,2.5,$,11
SHARIVARI,Rome,"Italian, Cafe",4668,10586,0.44095975817116945,3.5,$$ - $$$,629
Itsu,London,"Japanese, Fast Food, Sushi, Asian",8231,19359,0.42517692029546983,4.0,$,16
The Garden,Barcelona,European,4589,9312,0.49280498281786944,4.0,$$ - $$$,24
Wilhelm,Berlin,"German, Cafe, Deli",6357,7127,0.8919601515364108,2.5,$,15
Le Guynemer,Paris,French,9027,16668,0.5415766738660908,3.5,$$ - $$$,41
Del Papa Ristorante,Krakow,"Italian, Mediterranean, European",126,1589,0.07929515418502203,4.5,$$ - $$$,521
Bracafe, Barcelona,"Cafe, Spanish, Fast Food",211,412,0.5121359223300971,4.0,$,27
Atelier Vivanda,Paris,"French, Steakhouse, European",2180,16668,0.13078953683705302,4.0,$$ - $$$,349
Cannons Fish and Chips,London,"Fast Food, British, Seafood",1038,1819,0.5706432105552501,3.5,$,27
Trattoria Casa Mia In Trastevere,Rome,"Italian, Seafood, Mediterranean, European, Romana, Lazio, Central-Italian",326,10586,0.030795390137918006,4.5,$$ - $$$,439
Aname,Paris,"Vietnamese, Asian",7022,16668,0.4212862970962323,3.5,$$ - $$$,103
Bella Istanbul 2,Barcelona,Turkish,5827,9312,0.6257517182130584,3.5,$,19
Cinc,Milan,"International, Italian, Bar, Cafe, Mediterranean, European",1964,7025,0.2795729537366548,4.0,$$ - $$$,241
Bahia Del Cafe,Madrid,Meals,7738,10890,0.7105601469237833,3.5,$,8
Bizz'art,Paris,French,8187,16668,0.49118070554355653,3.5,$$ - $$$,159
Le Tibet,Brussels,"Asian, Tibetan",2796,3526,0.792966534316506,3.0,$$ - $$$,64
Italiano,Stockholm,"Italian, European, Mediterranean",775,2880,0.2690972222222222,3.5,$$ - $$$,269
